sale_id,product_id,customer_id,sale_price,quantity,sale_date,total_amount,VIP_status
1946,P103,C_073,30.0,5,2023-01-01,150.0,VIP
1947,P102,C_067,75.0,2,2023-01-10,150.0,VIP
1948,P103,C_038,75.0,2,,150.0,Non-VIP
1949,P105,C_026,,2,,,VIP
1950,P101,C_072,,4,2023-03-03,,Non-VIP
1951,P105,C_031,,4,2023-01-03,,VIP
1952,P101,C_027,120.0,5,2023-01-21,600.0,VIP
1953,P105,C_016,120.0,2,2023-01-08,240.0,VIP
1954,P103,C_034,120.0,4,2023-03-18,480.0,VIP
1955,P101,C_095,250.5,1,,250.5,VIP
1956,P105,C_071,30.0,2,,60.0,VIP
1957,P105,C_029,120.0,2,2023-03-21,240.0,Non-VIP
1958,P105,C_044,75.0,1,,75.0,VIP
1959,P104,C_087,120.0,1,,120.0,VIP
1960,P104,C_027,150.0,1,2023-01-26,150.0,VIP
1961,P105,C_098,30.0,2,2023-03-19,60.0,VIP
1962,P102,C_071,120.0,5,2023-01-05,600.0,VIP
1963,P105,C_026,150.0,4,2023-03-26,600.0,VIP
1964,P105,C_080,150.0,1,,150.0,VIP
1965,P105,C_064,250.5,1,2023-03-31,250.5,VIP
1966,P104,C_040,30.0,4,2023-02-14,120.0,VIP
1967,P105,C_023,30.0,2,2023-02-02,60.0,VIP
1968,P102,C_021,250.5,5,2023-11-03,1252.5,VIP
1969,P103,C_035,150.0,1,2023-01-01,150.0,VIP
1970,P105,C_026,120.0,1,2023-02-18,120.0,VIP
1971,P102,C_099,250.5,4,2023-02-16,1002.0,VIP
1972,P102,C_065,,5,2023-02-02,,VIP
1973,P105,C_065,120.0,3,,360.0,VIP
1974,P104,C_037,30.0,5,,150.0,Non-VIP
1975,P102,C_058,120.0,5,2023-03-03,600.0,VIP
1976,P103,C_084,250.5,1,2023-02-20,250.5,VIP
1977,P102,C_095,150.0,1,,150.0,VIP
1978,P102,C_023,75.0,5,,375.0,VIP
1979,P105,C_089,,1,2023-04-01,,VIP
1980,P102,C_060,,1,2023-01-12,,VIP
1981,P104,C_087,30.0,1,2023-09-01,30.0,VIP
1982,P102,C_058,150.0,5,2023-01-05,750.0,VIP
1983,P104,C_062,120.0,1,2023-08-03,120.0,VIP
1984,P105,C_018,75.0,1,2023-05-03,75.0,Non-VIP
1985,P101,C_036,,5,2023-02-06,,VIP
1986,P101,C_087,120.0,5,2023-03-31,600.0,VIP
1987,P105,C_032,,1,2023-02-16,,VIP
1988,P101,C_031,150.0,3,,450.0,VIP
1989,P104,C_062,120.0,2,2023-03-08,240.0,VIP
1990,P101,C_022,120.0,3,2023-03-13,360.0,Non-VIP
1991,P103,C_055,250.5,2,2023-03-19,501.0,Non-VIP
1992,P104,C_062,120.0,1,2023-02-03,120.0,VIP
1993,P104,C_075,150.0,5,2023-01-10,750.0,VIP
1994,P103,C_054,150.0,5,2023-02-02,750.0,VIP
1995,P105,C_043,,4,2023-02-18,,Non-VIP
1996,P104,C_042,250.5,4,,1002.0,VIP
1997,P105,C_014,30.0,1,2023-02-03,30.0,Non-VIP
1998,P104,C_092,75.0,1,2023-03-31,75.0,Non-VIP
1999,P103,C_063,250.5,5,2023-03-10,1252.5,Non-VIP
2000,P103,C_042,250.5,1,2023-02-21,250.5,VIP
